date,BRI,sent_vol_score,news_tone_score,herding_score,polarity_skew_score,event_density_score
2022-02-01,43.592514589332914,85.14249577450957,0.7841590771916818,55.066337944085156,67.37562297840898,93.61630415509966
2022-02-02,28.763593891317495,20.85105143573358,63.09217902291634,40.320775613325225,45.03503857807928,51.351786674177
2022-02-03,20.50494179051563,93.05952146439162,44.767342541041835,83.36440104751723,74.89631508603985,95.02792236114071
2022-02-04,35.639767594769204,11.636639788547608,13.427485090227552,81.46710047099891,35.69824294686639,53.56889704560298
2022-02-05,19.38310771902306,81.74497084911916,95.79341210567705,61.183102010322145,63.474414110402954,39.419049459990795
2022-02-06,30.908833295665865,38.06232934765801,52.96597239456199,37.345794513270526,18.641980485397458,84.82031285528954
2022-02-07,13.646201088455404,87.79743204450695,24.189329411288917,25.533637376324414,74.93694366449569,49.2982710458089
2022-02-08,18.78123360086216,86.80566901074504,50.06035711547076,10.587431821312931,54.56959688130259,47.190251056452304
2022-02-09,31.062248142094607,80.59254001176211,67.96203327351078,35.4897683486554,20.40643885466006,49.03124894098283
2022-02-10,35.47315905937011,79.00304363070614,7.623921797356448,41.31725172077195,29.191117349780725,84.67850018697453
2022-02-11,31.011829881424834,30.46791390980408,27.4703815047892,67.58229251040736,74.86087085818323,83.19415416880521
2022-02-12,28.788502403651886,8.091928305125219,80.69654908839937,65.81598242975734,48.26012356615207,40.35199924402112
2022-02-13,27.374972366063773,40.29801787651615,45.966487040266124,7.0108139641256955,21.60314403930722,33.3299859870525
2022-02-14,18.02300960513619,17.35245149865087,54.65771420322949,39.525931543115775,96.72711903702977,49.19280240391293
2022-02-15,24.157049576464015,69.49510889024617,43.28160022094693,18.177886721736193,71.51250198168879,57.277250973710906
2022-02-16,26.29251041808098,34.609972653778556,4.389994264300512,15.68127053168057,95.71348325397962,23.833721062799697
2022-02-17,38.4935826133956,97.56102008599149,16.574977982015593,82.73021497372459,42.71050453603432,79.39550847155907
2022-02-18,32.84167122415228,64.0972077345332,44.554163874189086,4.191521671625753,47.51003406917205,48.648276573242285
2022-02-19,16.041630445502555,82.24805636343609,20.918546540792782,41.91828759021213,89.79552161850192,33.40455484199596
2022-02-20,32.78892949056023,13.252467274184843,4.997902865967873,16.82036557665182,52.504934024538464,10.68209929639906
2022-02-21,27.162959210257707,86.20144822726226,84.36496640518237,87.9330215678474,70.72789119056672,23.884516040360694
2022-02-22,24.87263107705125,92.27571905133944,98.11925291641158,55.704051327503514,25.217287749552998,94.92811717559837
2022-02-23,35.222815006712516,48.70619188189359,79.31428739967394,23.1380636376848,44.67264687026405,30.50996868195266
2022-02-24,38.61578642580823,60.625293775097745,85.3784921704667,50.24272871663764,12.34498658103551,16.885928936703532
2022-02-25,37.85338649719514,76.48098009029954,24.197713031704538,73.14863597031159,20.59800358769617,46.06727916549932
2022-02-26,23.721714104394085,17.483862726041256,96.06269755131997,95.81180089194338,0.0943415267631087,30.70877433602487
2022-02-27,27.991003069521405,50.25660764634424,19.692570445342838,22.044600424541894,3.926505164866023,3.5159250271194153
2022-02-28,33.14098384952618,39.86630277723131,95.14298103618323,88.61817721293451,97.72838231769293,32.314521727941724
2022-03-01,56.47988872896152,14.63739921622491,99.4819293965951,93.43041141674902,24.23536951367623,54.41086239394686
2022-03-02,46.772918375506954,36.753442229153144,71.17228057460487,91.64205445320663,66.33107095040019,55.17123720199669
2022-03-03,44.481319008858776,6.817230938549357,98.1143731791822,63.54143568619099,83.90996987996115,35.65589211768887
2022-03-04,38.19740817323884,2.5811906949486985,56.95397795671037,62.982065443470766,55.066045923656425,44.73027562526006
2022-03-05,45.87199070269653,13.516628915482276,25.954178317609035,40.32106331838228,15.31445000839562,96.55179182347663
2022-03-06,61.73431433936287,96.31151115891738,43.699588566562085,75.23978823037879,72.81164373361663,37.73484772303116
2022-03-07,56.48671194994136,54.952953589501696,59.35609353787859,53.12940183509319,60.025141009958304,25.822681325998296
2022-03-08,54.53079559352302,96.582216115322,7.308156202701499,67.74380712282945,73.12505893473751,24.34670440667601
2022-03-09,60.00648858423693,43.2497878330132,62.234326461724606,42.84579038487954,76.97466228570872,45.776461270413414
2022-03-10,57.154471744792204,31.181613308525957,98.11778367622945,73.14964640431391,97.54103676847451,75.9520148716944
2022-03-11,44.960731636924606,50.61418628402441,19.010764978372762,82.4471517604549,57.356328002671,20.59881841884732
2022-03-12,53.61043330131355,43.95116886329101,79.25951162883833,14.64362566028161,34.164111269060186,70.92961271407681
2022-03-13,62.74202260002369,10.566468426174392,90.78987937796194,83.2929715574228,64.8464556900237,2.1149823349416286
2022-03-14,51.9142080700659,64.08263146902063,94.37015928202209,54.029653179030724,6.844070924262613,41.8932977983946
2022-03-15,59.42571489188724,21.60381825095996,96.01356044054472,84.46659090902243,89.73973183215863,77.58650652027869
2022-03-16,24.830695387516876,61.95879548978296,52.14596387214719,43.13017063410146,11.938101133819679,33.873295577443145
2022-03-17,55.117314986693714,65.02010923981534,97.73079079915037,37.904048538303506,32.784283788581824,56.37371014453995
2022-03-18,53.176884831048135,15.20248531286481,75.73102071344388,91.50607325172224,81.57453806261209,20.49792328259108
2022-03-19,45.02813516846405,6.134962711066816,16.16714362369619,25.11692675484013,59.731237833071184,74.19953911261723
2022-03-20,52.8351080558775,78.07615860684398,47.690010646797,84.42123252861431,39.363552027744205,5.227910326875962
2022-03-21,39.127411390832215,45.98004237693202,71.8331175372004,48.40205725094041,47.34356593750214,85.25426448755003
2022-03-22,44.469754924058385,5.816379550547579,24.734031581908333,51.40954425512597,85.45473932021804,19.819638642166815
2022-03-23,54.82749212125459,99.48663171697672,64.06151835488873,30.8468281489484,34.00043860598922,87.43980317083307
2022-03-24,61.458872042523765,5.778056099636664,66.66004790466192,57.30422006190157,86.96496848121713,35.25292413005173
2022-03-25,49.68435953201693,69.50352288585532,16.26997438085659,32.52111962762113,8.813443097669149,72.26835744744866
2022-03-26,40.400799377921786,98.36789252634136,56.50853124527563,3.926941424165231,77.67984372086308,31.922529778618845
2022-03-27,47.954913289508696,23.918010421592562,77.16269109786077,27.199860534435604,84.75476330547363,90.59116712346476
2022-03-28,60.689887581705435,14.224936868719617,49.88956645359419,0.6379043406590679,18.181765283733874,12.663712551837436
2022-03-29,57.00186549154289,12.138493942242889,1.2103116776107425,97.83547870568566,43.03465323722004,17.85197892725987
2022-03-30,47.45774164937596,30.327514756759555,0.9038469079292177,96.57472098197475,16.54997746636556,49.303012515880226
2022-03-31,53.87633502923359,10.10458110106467,35.702934397001215,39.5155297472305,70.66041289942177,8.193843903814614
2022-04-01,51.6861680173558,69.2161341694132,92.6194068431782,72.8370854339646,53.534776806165674,19.598018470176193
2022-04-02,61.09948221295569,6.229179813006269,22.867677960360876,34.580609841042495,63.5323346708321,94.37663822120143
2022-04-03,44.67876137860998,50.94221281497897,63.43636888716871,67.1093157085976,19.648696695621116,97.64896611478872
2022-04-04,42.197147851828504,99.66968538529768,22.207587069332057,80.54300430459791,21.17458620524195,37.62593293304219
2022-04-05,50.61040346489558,81.39702695060188,32.16699896595486,94.67562446922408,4.149732550990636,92.32860210139357
2022-04-06,39.54591192436483,61.52194382310109,84.8042089601484,40.0212275849672,32.20675351957297,54.48246756734317
2022-04-07,53.41167209191079,30.625362078661166,72.88614422699469,78.32979829560477,55.97446613336749,26.974246587376705
2022-04-08,48.43946763825903,62.389583629163845,9.539927731321063,26.59284506321188,85.79349139973289,70.23987210805987
2022-04-09,50.73867757284873,52.70414639116516,42.87020209864336,99.03323037936484,66.69274474586807,65.89018065748571
2022-04-10,46.083505587875166,42.60833838903715,2.916976364526447,2.5769598764351143,43.53963233997514,98.91253191087334
2022-04-11,39.12162789477142,13.071037674019948,48.0890146603009,60.3528806501121,95.31201143941378,26.50472874092833
2022-04-12,41.54186051135473,88.66042152404667,66.24340117010681,65.95059816513272,71.92452005758318,67.20595026617355
2022-04-13,47.58484405344939,44.97846488213225,11.850262359815156,68.80455570741289,93.016520286255,5.202375502944689
2022-04-14,47.22928969266891,19.462251182076507,28.888493890916568,12.038757878908902,52.75879732721657,11.36460386967194
2022-04-15,42.74878240167269,36.77593508772896,39.783662550215695,93.85297834731304,25.89042747931396,0.3918374951093262
2022-04-16,31.691310964105348,41.4129752528927,91.95310246560497,18.11832790500828,5.282668636472199,99.94606810596731
2022-04-17,43.448793632471194,82.75378955668742,99.32550154229641,62.27534032398411,72.60848514838504,80.22736971474778
2022-04-18,29.654844739192214,73.3614380561402,4.491129899561585,22.267607912308495,12.130299800553413,78.67230147335408
2022-04-19,30.216123191232917,76.93048936413398,76.1007923495392,30.72164170212709,30.277512827196716,50.97260752881797
2022-04-20,27.45630197947806,1.1031264428647214,37.17240664023432,54.645854172812435,53.24709078838974,30.006708290543994
2022-04-21,12.596570469026803,41.615399817976154,39.245818622948,41.719341856457646,56.441658777974766,15.126428446267592
2022-04-22,27.628292748375227,48.13441516353236,75.42649733470228,16.02256009765063,60.0583196987136,28.467473884646367
2022-04-23,28.214773446384868,1.9192276823056686,91.84264321454087,17.093640242084827,16.625533034970065,37.597122192913915
2022-04-24,47.33033362146035,25.98132087450342,95.09285945025483,41.814478816279966,37.97374048216488,75.6310096980294
2022-04-25,25.975984044216503,76.0289823122135,57.712258603832076,75.72829782755008,61.71942271169667,53.96617889031524
2022-04-26,29.81680938988621,13.710970572899905,35.71211593005028,89.79646468477885,96.98188646337847,7.748362655548268
2022-04-27,27.01545356140313,53.531013145259166,78.75490858587793,8.412766225938284,72.76311376996887,1.802900895891224
2022-04-28,17.831673519510247,21.52018720172375,25.100138326230027,39.310390755940105,92.26037570939579,10.233217953406315
2022-04-29,36.21093880289341,1.2120774643893273,56.40740288335178,10.024556372287662,76.2212058314177,41.049871369737936
2022-04-30,32.970463140696424,24.12014575995415,35.85784615248732,1.6592480632597884,59.171696889240046,93.31929170490183
2022-05-01,33.169357318184154,97.58737549100537,65.66310737078761,66.17186826439566,19.202336913634454,63.74024812092216
2022-05-02,19.451641715929743,80.15371118829896,24.03989128935069,60.24494419665878,66.66856518925131,80.18258998755151
2022-05-03,37.83434897160943,95.95766443210334,19.159294573482576,16.301911381488623,62.337956595990704,46.637459450454855
2022-05-04,15.282129636826753,48.785404392636245,91.8239086675437,23.38128330930641,60.24691704572665,36.16660831950428
2022-05-05,31.07650627002985,10.973619867750351,10.18036829495369,2.370775364451838,48.978586798824075,10.840037271662272
2022-05-06,43.78985097658572,54.79594889736929,50.595790773493164,83.49472056944037,52.86566039892756,87.5933022186205
2022-05-07,18.226394330461343,45.43773345599609,22.085278296300892,97.46905960485515,33.44425271181041,78.31600290279029
2022-05-08,21.504782056085634,84.4357082739616,3.892996332566745,13.545953679469081,51.931269264230316,16.811809759772512
2022-05-09,26.71693126408714,9.808258078424458,3.601881829142639,23.147521376529813,19.755590567847825,51.22605638762605
2022-05-10,21.776626490919107,48.82411370217782,17.522177210582733,86.8409523946934,80.51743973603767,48.73748079212449
2022-05-11,13.284067930364003,15.004866469398426,86.67703545060003,92.64637979561849,18.577695469870783,62.50915526865286
2022-05-12,26.123132307174263,32.467592689006,28.247874397702667,41.96273828068103,8.496628988946641,94.61868939912613
2022-05-13,16.961838411365086,73.73570773877996,95.04591705752958,5.062247226907413,43.62460263571574,57.97714417624796
2022-05-14,29.13511042889292,47.601812936876655,58.16222929891936,3.93918336928194,65.83074395060619,54.02172667786186
2022-05-15,17.87761970237003,37.58882851457693,43.66141897687661,57.39498660690104,43.771682493354135,5.032293293466394
2022-05-16,37.51974728268752,39.44762785700353,58.00888346694546,39.2895108893179,27.67541319513086,6.290747601802393
2022-05-17,18.742195805278726,45.94467684059866,51.669838522626776,2.8652427577654516,55.817118389044076,18.734679132678888
2022-05-18,22.320447082150984,78.50165438370568,75.87762537573252,58.32523923125568,34.700233541219994,3.247077169174828
2022-05-19,31.294635839505577,89.20846889402344,28.249606597285226,1.1302536589022472,93.28676901266331,74.33528955700123
2022-05-20,14.830058609964004,95.53346865039283,35.30503916003024,78.73719581492729,92.2645139603572,72.3330303993963
2022-05-21,26.38811757299008,78.6903386255295,89.40943025332507,30.643282270337156,50.23718199720955,13.605623443164294
2022-05-22,34.91810814530416,31.540689574801274,94.64565131504055,4.02580030092321,32.78839940182585,83.60789007952809
2022-05-23,11.494763795104742,68.81347060865421,89.25582274864745,58.835222098315334,73.71324139566391,15.478603484611197
2022-05-24,25.726571425664737,43.760312405539196,41.94479939573136,39.76844144330547,3.671294348306664,30.11755869973588
2022-05-25,26.224712151550282,25.467062204605117,78.03655030068816,97.38004133571495,47.47690060436513,24.8976899161365
2022-05-26,30.297730600694674,84.08715794259226,47.63357333010988,54.41986625037022,33.63233942703335,37.23070985730478
2022-05-27,14.046457753202088,3.8426348962324997,49.75398521461022,27.52391810370083,92.05358851025547,25.466376588996187
2022-05-28,13.278812848750448,90.17619921354235,20.468010905728395,70.94388646339748,1.2003027272682543,48.8950926438452
2022-05-29,27.919954681553673,46.147746462473414,59.113030325851646,27.149200254271133,55.28148757183491,40.74078813546854
2022-05-30,26.023876660144,63.72014768082804,18.613589775334795,90.42432914075651,74.0663581066626,98.65694907793265
2022-05-31,25.557205526147534,65.93539222057827,33.15646990671938,37.47219705073764,48.50179875240413,5.592635012822567
2022-06-01,26.231862748591812,89.51177407065364,85.50302016199352,54.98685627762052,8.540303016272166,14.218137638735161
2022-06-02,17.92890802962597,63.66696821672073,20.707580921085523,5.0573103824228856,97.24613900279022,5.282589390860249
2022-06-03,25.137840841966963,61.39335847600618,7.115828517343282,42.61212379522308,51.801043137609796,62.58411949823758
2022-06-04,25.537034432020683,6.665204056068996,6.90075926128163,83.2363539660995,61.41862443190114,5.450927741371958
2022-06-05,17.392284581960013,51.84080219452041,94.07845205031079,80.56488053633419,23.660978270750732,83.64397373761233
2022-06-06,37.94998993455003,15.016900081704165,50.69204379618346,22.431855885352626,48.34980851068038,51.19386306819278
2022-06-07,26.733269231201838,73.74337687214856,40.941207181701834,22.60790710105627,42.914949195832186,52.70076245815337
2022-06-08,13.33316015050944,51.22219208126745,81.08785810079185,81.73053122132367,7.489584200198374,56.15945077121942
2022-06-09,28.039224304442055,68.02277792083532,83.5825927910516,93.03984201693255,10.616035354746723,17.081370630621073
2022-06-10,14.914827837954629,4.167290060238427,33.21910331156046,9.536092127300355,83.74725196187745,19.769030311448756
2022-06-11,28.93677424904792,8.479201604580322,69.36180574737952,45.005863942622526,23.981995220659023,31.88173228730047
2022-06-12,31.839059274513602,71.63233880626822,77.11228158518865,33.745427896422896,19.495827149863054,59.34964158218514
2022-06-13,15.937463391957547,7.208433599867337,65.46506868659546,87.06884554574394,50.49114512501392,21.011777594021453
2022-06-14,30.145035900352465,7.12567277652586,15.159507480009937,8.352491468001876,76.87471313625129,11.633172713326124
2022-06-15,25.677902858980506,1.210847523488745,87.5883083517057,21.112594255803742,6.194651857898792,97.01168864184322
2022-06-16,28.89233339936188,95.65013982994802,53.90945527360087,75.24683375864943,57.680791963825584,2.1981814809622913
2022-06-17,37.43300360832194,73.75083594590069,28.24724263700037,5.129384898121558,11.921044284057336,80.26974053360216
2022-06-18,20.241014628397306,35.32514085020642,42.52281854376939,49.25353807142893,3.6461050825618457,78.8035149575022
2022-06-19,16.122381813722733,29.65355812876552,3.757109039890738,44.210703467972,5.274395216221739,29.7214113845096
2022-06-20,14.987036934463585,34.97032297458495,12.786680122241755,33.44011789887487,83.41641082084413,13.56266160073134
2022-06-21,15.530317216380833,77.46535311811819,76.55467505158609,39.457231531892376,11.797248362806156,14.562864670542341
2022-06-22,21.396433318836564,66.13706110704143,0.0011634755366141114,52.99405869302329,4.515136441229195,69.74316172371925
2022-06-23,24.701743414980193,18.519556786746794,41.65658284822922,16.136735838838312,43.789988714291226,64.28065910861737
2022-06-24,24.148198747309543,17.410933533408436,52.251018108558846,57.19958782835928,84.39934719420248,78.27456742513867
2022-06-25,28.517176404340383,9.839564971339732,5.4634420000972295,80.54323292999864,26.240837648930192,93.74811723991047
2022-06-26,21.971684340260662,66.03027197013381,97.30781629723329,76.01609297901591,42.17126175259164,69.1927363266592
2022-06-27,33.46684694449222,76.43726622217359,22.612533124967193,15.389990469377368,3.9922532563751223,15.585153655144346
2022-06-28,19.695194875602,26.5046428325004,30.419871963628086,14.92494697414739,44.907851413487585,24.344261676541066
2022-06-29,43.5506700979186,2.094496103091281,30.39425122550273,26.817436774491334,57.761308063713365,84.21937308731145
2022-06-30,26.774534837649284,8.217166747642734,23.04166621173499,36.10747263410372,57.090705375214476,20.93060758342086
2022-07-01,14.8948451459567,96.78600348450304,0.1473822086311416,40.84555814084826,33.242669217436514,7.252231695448142
2022-07-02,13.170921707071065,29.544477747742025,72.93447940879963,67.96972168333453,31.55331806631355,70.32800540422505
2022-07-03,25.586858067532166,76.92231478381336,96.68454997992853,5.66804321658354,10.662361893659789,40.2526355490142
2022-07-04,19.93146698119599,62.46635688542638,22.429348328504506,3.4672704226066386,36.67983206462684,92.00400525459035
2022-07-05,27.426347792804705,38.19396396528959,66.30471918034225,39.191056294390904,9.949466887296465,65.02550710936616
2022-07-06,25.498512147668762,20.56872621955551,74.18963269587151,69.71636921379805,76.65959447120517,9.041897779166074
2022-07-07,21.131346649728034,12.138641815940643,84.84253790905247,19.343534295648258,96.62742977481858,94.78565672536607
2022-07-08,14.944099322617628,61.50129680388666,42.262919701360914,64.15044812562518,97.00744566667069,25.85572636402459
2022-07-09,9.607249599773358,77.4633780637788,30.293090564042924,25.982813794029948,86.50710993753938,33.72124904062858
2022-07-10,18.164594290811344,64.39042535411306,32.52951340230311,88.60861088135164,60.07921493396191,40.2260413683542
2022-07-11,28.60169798593609,53.030213324915835,71.26213330985128,89.56899442666165,70.086569724388,5.122429640431325
2022-07-12,23.480155624669976,4.195122343163627,81.6779466505636,29.72872042813265,28.520580268041407,49.65154222306049
2022-07-13,11.821492971102657,96.84887775943838,18.161396775660265,22.99937539632405,63.077042017262066,12.331849107529225
2022-07-14,23.19594087152549,79.87141916545745,37.09410081577652,41.13039720662313,45.56495494398774,40.097032668835176
2022-07-15,24.91920682451327,29.282203670096475,90.19401967491501,24.05315851801487,48.20173397769325,35.07097879920843
2022-07-16,14.79505608322944,97.99703293588506,80.66935196947392,67.23838432917036,75.7776560375158,77.28400834265034
2022-07-17,23.128025166312373,60.18815896363221,98.48584027624759,82.60646845482856,28.191835559725163,80.3170511632731
2022-07-18,22.399249364741074,58.24226582072465,75.42482596820807,67.3092130911217,31.803961169451988,15.3412882389088
2022-07-19,12.828202784383143,74.8073179429532,39.319520102792225,82.43504472493495,92.46417911286366,36.65511873792262
2022-07-20,24.875661666301045,81.17697880901376,59.06378339946377,39.69921622074742,5.622429485097225,37.33531610318317
2022-07-21,26.544028620371336,65.64786073315027,66.10142542473203,15.631697070886085,48.56342984133404,15.141044393608505
2022-07-22,30.769522073014045,12.809574636620003,7.845581631712395,73.79509473975922,91.28008004078617,79.84535050511906
2022-07-23,30.585834590888496,33.82675059944984,54.44969591038651,36.047450514155386,61.0363007818157,70.72283283354233
2022-07-24,11.187290011752385,92.80836403260497,70.93208284726096,67.12708252291326,54.64070742121321,19.038178629703474
2022-07-25,14.762164740048437,22.461561184385193,16.732130400106037,27.064394198176565,24.974417922935523,36.6721908593799
2022-07-26,26.4440314149237,37.21670238375133,78.06317174255571,8.122963480667266,34.327548906444825,10.580502485651422
2022-07-27,26.495854226689683,43.2076882944196,58.37727805141116,99.25817954877634,85.20484158046929,62.820659709304394
2022-07-28,26.570565825386474,43.940498969445215,95.22217856975946,15.620150793059928,55.921813176845816,12.137192454861967
2022-07-29,53.33941985747338,61.29395824945255,4.24222982068917,98.8420993963481,51.47421937567799,98.59341686249178
2022-07-30,27.154805285801224,94.30758377447076,26.5326137555467,97.72799325664472,9.957971354002893,78.06820746878623
2022-07-31,31.74501135255342,24.069271183250496,60.15538792998241,79.38181039080396,1.6028156455123121,39.023854958399504
2022-08-01,30.367957551552493,12.150137630091805,29.65599122059307,65.94229620819976,96.36851886870491,57.85639322793544
2022-08-02,28.025141618318465,19.747048985993732,71.44241640712423,57.78070502510847,37.698616728684165,91.13418162164088
2022-08-03,20.372493913841332,88.69249002092695,75.9005282521931,86.61015453778347,60.32130620995043,55.40992803958261
2022-08-04,29.049561547466226,64.5810812655206,10.251596406647446,28.943952161948793,7.971507318728499,17.44984863979552
2022-08-05,16.880843611085304,28.590678923916013,51.38544642067677,46.7681212484877,68.31142857230465,37.87033555811593
2022-08-06,21.25696409030239,81.59469389686173,50.889055559105586,61.93899693665019,93.2566708705961,84.31448650297455
2022-08-07,19.359053182437176,86.1369996363436,36.92807702155411,41.11904758694911,57.56652529974197,64.42130159896179
2022-08-08,23.989733755941447,84.6514338690278,93.29248625696721,42.7486454090268,12.611532237541056,65.07243843338003
2022-08-09,41.9470667071808,91.89265336395545,82.75063198732212,33.02846675020844,58.172152747347674,86.68214856884892
2022-08-10,8.5889592090183,25.224102017336158,69.72093819096368,56.4231816684536,76.63472131046524,89.39730574625047
2022-08-11,29.116615094415486,75.50419287462783,71.43266357349975,85.0574528015116,40.64165365740187,91.97925717794362
2022-08-12,10.826373522863785,46.053949727414,46.17161438131191,20.152837800631286,87.98377479414678,9.48491932531561
2022-08-13,20.056269125708454,84.19985528900615,92.09945210965759,93.44330387534414,64.86829533573645,54.41260019631009
2022-08-14,32.648950286993205,72.84906771616131,69.45954272532853,68.90876537482296,89.92489182892025,74.05095212183186
2022-08-15,24.559145041775583,77.64474464997247,72.89810616558164,82.32732126800302,62.35053112473372,75.69268451270138
2022-08-16,15.532382776122189,65.61618376810715,86.16909037873452,55.619069263001165,13.128797200482422,60.67162019700039
2022-08-17,18.54316181642406,17.742876946970686,27.4071589342191,77.95167014240634,30.96917111051891,16.678733518367416
2022-08-18,29.81537487306185,54.502691889693835,80.7070903866703,1.620039733946721,20.17949482524569,79.74205539416643
2022-08-19,18.650347550369986,98.46697395245081,19.524060295649203,81.83804247795352,90.88264977168623,72.01113335149458
2022-08-20,26.341257757751695,93.73880664971189,34.53419522448878,4.013885908536652,76.04000672874827,8.613577154903629
2022-08-21,25.092026287311132,4.317373579701167,33.56104542698427,88.99133763628625,67.6398368910006,46.380982467437626
2022-08-22,19.633997813666188,16.481481572943714,97.85254683891405,99.19627472386433,30.096631963162167,17.39773995218036
2022-08-23,42.11912032038468,13.172877345456191,85.65372237479268,29.40674621767778,18.40447720502135,33.74770457129719
2022-08-24,30.161035384352218,72.59799099852955,70.11698615902597,21.031855628579365,75.64510879889119,1.8081092205685434
2022-08-25,9.01193646691818,81.77853298569451,72.70567616153902,76.53633638580408,47.41579458790797,40.032986841075825
2022-08-26,26.82931295796728,21.35113663106719,56.20727944025711,25.302634092025322,22.578955215062912,54.987692115621044
2022-08-27,20.16912354695971,50.5852692951829,94.70906671085191,86.55623831722035,61.66219781652751,61.95825928270868
2022-08-28,32.40968182893785,84.07030280112,49.62587528823615,10.28425921574767,4.0333852138451975,66.34903451287101
2022-08-29,19.377839042401682,73.28015447662506,38.05177098698945,12.595519637935826,32.61702541282535,83.629131310246
2022-08-30,24.928819369558916,54.223720549184826,16.3035336931591,97.91515551006155,46.85569945911347,21.546290727573002
2022-08-31,30.016156905492643,59.03476904587729,78.6205652261058,67.38388982700046,14.795833410940585,12.048182243846794
2022-09-01,57.804356807984355,50.83605469162799,73.44439320755914,84.68872244289528,98.46544775908396,85.15371718979256
2022-09-02,35.704288137068616,29.754845131882057,38.43550385241349,32.4329377351518,20.909736458961426,15.661281489264988
2022-09-03,47.40072665068478,56.50219928590161,2.519341395922936,67.64837495206044,13.035313004326554,97.47600813361953
2022-09-04,45.52565636287997,68.88853020500906,83.89973277180107,59.42418273085972,20.35348738868964,84.2538229398637
2022-09-05,42.07751798859663,87.33229158608077,1.1417983454073632,60.3150120122947,76.90611331597242,50.08766058895991
2022-09-06,63.275126964431365,63.629135397924806,70.3699779629051,68.25324595377215,42.55056592718428,98.14214249220252
2022-09-07,53.925331435508724,76.1121537043158,97.02571097260571,57.53591731290986,56.541593975253804,9.737672910800422
2022-09-08,35.988207176357534,16.0071634954573,43.766132814820345,42.906236930266594,2.1009156986360744,30.306576117510165
2022-09-09,52.780811176302606,46.15574744197899,23.497340499595275,27.592269438054686,3.4431308573314556,63.822441504061146
