date,score_mean,score_std,score_sum,comments_mean,comments_sum,upvote_ratio_mean,engagement_mean,engagement_std,quality_mean,quality_std,vix,sp500,vix_sp500_ratio,market_volatility,market_return,vix_return,sentiment_volatility,media_herding,news_tone,event_density,polarity_skew,sentiment_volatility_norm,media_herding_norm,news_tone_norm,event_density_norm,polarity_skew_norm,BRI,BRI_MA_7,BRI_MA_30,BRI_MA_90,BRI_volatility,BRI_volatility_volatility
2024-04-01,52.25,102.50325198093311,209.0,19.25,77.0,0.67,90.75,151.71327122788787,46.8925,92.3403715879463,13.649999618530273,5243.77001953125,0.002603088916502572,13.649999618530273,-0.0020135845401164643,0.04919288073705452,35.331372645163846,133.28571428571428,0.67,93.85714285714286,0.4358222727709293,0.012159792007004056,0.03115737473535639,0.641304347826087,0.005729204438320402,0.2549173313137764,16.604926464828342,,,,,
2024-04-02,4.0,5.68205194324324,32.0,2.875,23.0,0.6725,9.75,7.146427679017578,3.3449999999999998,4.547787531159677,14.609999656677246,5205.81005859375,0.002806479585738835,14.609999656677246,-0.0072390590731691296,0.0703296750897886,36.620108518359196,113.28571428571429,0.6725,90.0,1.0325905103598447,0.012624617978718137,0.02621736062103035,0.6440217391304348,0.005484444122126333,0.45624420880073396,18.559316087335233,,,,,
2024-04-05,0.7,1.0593499054713802,7.0,6.1,61.0,0.6060000000000001,12.9,10.060373308735175,0.666,1.0540946615724582,16.030000686645508,5204.33984375,0.003080121815237771,16.030000686645508,0.011099194174331695,-0.019571846321599473,38.06791848544523,89.0,0.6060000000000001,76.0,1.4989712787598901,0.013146819376852173,0.02021877205363444,0.5717391304347827,0.004596054826310828,0.6135833195438039,18.539430509174785,,,,,
2024-04-07,1.6666666666666667,2.886751345948129,5.0,14.0,42.0,0.5266666666666667,29.666666666666668,25.146238950056397,1.3,2.25166604983954,,,,,,,36.583899949419354,72.57142857142857,0.5266666666666667,56.142857142857146,2.0520152555061815,0.012611558139544028,0.01616090331686662,0.48550724637681164,0.003335992457756183,0.8001592965112625,18.54414710662319,19.074981391163025,,,,
2024-04-08,2.0,3.366501646120693,8.0,6.0,24.0,0.48500000000000004,14.0,12.30176139149729,1.485,2.616212274771806,15.1899995803833,5202.39013671875,0.0029198116983137163,15.1899995803833,-0.00037463099831791524,-0.05240181349224815,6.270900284108941,65.0,0.48500000000000004,27.428571428571427,0.9766380666571715,0.001678154470054729,0.014290755116443189,0.44021739130434784,0.0015138878816447893,0.43736798505274066,13.608349506851757,18.646898968594943,,,,
2024-04-10,8.555555555555555,13.519533193782165,77.0,15.666666666666666,141.0,0.8066666666666666,39.888888888888886,60.86551660103701,7.346666666666668,11.054410884348382,15.800000190734863,5160.64013671875,0.0030616357219553883,15.800000190734863,-0.009456980649108493,0.05473969783420429,6.642585490310276,85.71428571428571,0.8066666666666666,35.0,0.19338230230573908,0.0018122152506520077,0.019407198306280876,0.7898550724637681,0.0019943433171368485,0.17312731777520476,18.097836191961047,18.52219967358039,,,,
2024-04-11,4.230769230769231,6.273673115406504,55.0,6.6923076923076925,87.0,0.7484615384615385,17.615384615384617,27.843426697452493,3.5292307692307694,4.850249927475321,14.90999984741211,5199.06005859375,0.00286782604535732,14.90999984741211,0.007444797710585593,-0.05632913497334324,6.311271643982816,81.14285714285714,0.7484615384615385,38.285714285714285,0.0963659090486338,0.0016927157598993767,0.018278052223006352,0.7265886287625418,0.00220284284574661,0.14039768122749968,16.476524808584173,17.96167781919214,,,,
2024-04-12,4.555555555555555,6.728876412728783,41.0,9.333333333333334,84.0,0.75,23.22222222222222,28.869437896232835,3.691111111111111,5.533171433374454,17.309999465942383,5123.41015625,0.0033786089612259673,17.309999465942383,-0.01455068829580164,0.16096577083110009,5.590930599401449,84.42857142857143,0.75,43.142857142857146,0.08375426525070534,0.0014329005153816076,0.019089625970359916,0.7282608695652174,0.002511059540213214,0.13614299288136197,16.484540877941615,17.668122157587398,,,,
2024-04-14,6.428571428571429,7.693296639725598,90.0,28.428571428571427,398.0,0.6114285714285714,63.285714285714285,37.94820066967516,5.079285714285715,5.820295345778246,,,,,,,5.054108711798191,155.57142857142858,0.6114285714285714,56.714285714285715,1.6420680024603087,0.0012392776321108266,0.03666196189131969,0.577639751552795,0.003372253245340489,0.6618587047714347,19.17569325369667,18.019861490797602,,,,
2024-04-16,1.8333333333333333,2.041241452319315,11.0,11.833333333333334,71.0,0.555,25.5,24.73661254092807,1.3566666666666667,1.650135347984118,18.399999618530273,5051.41015625,0.0036425471401811144,18.399999618530273,-0.0020565070133361507,-0.04316172352906522,5.995476023301052,155.28571428571428,0.555,51.857142857142854,1.9714160494686,0.0015788134395717096,0.036591390261115034,0.5163043478260869,0.003064036550873885,0.7729681937390468,19.063878601890345,19.142250853835996,,,,
2024-04-28,1.0,1.4142135623730951,2.0,7.5,15.0,0.525,16.0,8.48528137423857,0.75,1.0606601717798212,,,,,,,4.067149642612934,63.57142857142857,0.525,21.857142857142858,0.6450541506148896,0.0008832976226162653,0.0139378969654199,0.483695652173913,0.0011603452026978027,0.3255041990184786,13.3213065645175,,,,,
2024-04-29,2.6666666666666665,0.5773502691896258,8.0,8.666666666666666,26.0,0.77,20.0,11.0,2.0866666666666664,0.8424567249024328,14.670000076293945,5116.169921875,0.0028673793678294424,14.670000076293945,0.0031784486665891176,-0.023952073391426465,4.255988857384936,56.0,0.77,21.285714285714285,0.6224061861799306,0.0009514088417805775,0.01206774876499647,0.75,0.0011240844151134961,0.31786363828832315,18.52573363348827,,,,,
2024-04-30,0.75,1.5,3.0,3.0,12.0,0.5475,6.75,5.737304826019502,0.75,1.5,15.649999618530273,5035.68994140625,0.0031078163668988535,15.649999618530273,-0.01573051358686217,0.06680296776684846,4.168186212492788,33.714285714285715,0.5475,12.428571428571429,1.1077317799511885,0.000919739862449797,0.006563161609033169,0.5081521739130435,0.0005620422075567483,0.4815940116628156,15.1790854641017,,,,,
2024-05-03,18.0,38.309267808194924,108.0,15.333333333333334,92.0,0.6633333333333333,48.666666666666664,88.05377145055553,16.19333333333333,34.93895457317901,13.489999771118164,5127.7900390625,0.0026307628955854253,13.489999771118164,0.012556739721478527,-0.08106270499449886,29.107426519349566,31.571428571428573,0.6633333333333333,39.57142857142857,1.1744384927745262,0.009914916337752645,0.006033874382498236,0.6340579710144928,0.0022844296178112992,0.5040983162725944,18.204703376978003,,,,,
2024-05-12,4.666666666666667,4.163331998932265,14.0,11.666666666666666,35.0,0.65,28.0,19.078784028338912,3.84,3.62392052892996,,,,,,,10.77490694312904,91.71428571428571,0.65,72.0,-0.19037738778304283,0.0033026760771818703,0.02088920254057869,0.6195652173913044,0.004342229313220683,0.043661412513406286,13.514362258488385,24.806706393350122,,,,
2024-05-14,6.4375,9.208465308254864,103.0,14.1875,227.0,0.65,34.8125,37.25984210022009,5.213125,8.123462905887694,13.420000076293945,5246.68017578125,0.0025578079140864836,13.420000076293945,0.004837813139759728,-0.013235316185802093,12.29464162794044,148.28571428571428,0.65,128.85714285714286,1.282633196204737,0.003850819545760534,0.03486238532110092,0.6195652173913044,0.007950177677859164,0.5405990889850265,18.90363212224458,23.276865427628113,,,,
2024-05-18,2.4,3.7815340802378077,12.0,5.2,26.0,0.624,12.8,16.115210206509875,1.8299999999999996,2.7246467660964786,,,,,,,12.755597851961063,157.42857142857142,0.624,115.42857142857143,1.2689420135225704,0.0040170789238104234,0.03712067748764997,0.591304347826087,0.007098049169627966,0.53598020532989,18.340889052270622,19.448513033674924,,,,
2024-05-19,35.285714285714285,45.748276053910075,247.0,41.42857142857143,290.0,0.722857142857143,118.14285714285714,158.46390606005372,29.604285714285716,41.041357538115484,,,,,,,15.98258414902495,193.85714285714286,0.722857142857143,148.71428571428572,0.5776918204700344,0.005181000152697776,0.04611856033874383,0.6987577639751554,0.009210240046413808,0.3027787140913613,18.44949003416246,20.15353128734265,,,,
2024-05-20,6.833333333333333,14.717936236402966,123.0,18.555555555555557,334.0,0.6027777777777777,43.94444444444444,70.88804115705955,5.783333333333333,12.80109783894932,12.149999618530273,5308.1298828125,0.0022889416586944224,12.149999618530273,0.0009163899374069473,0.01334444123990064,14.856866581959812,188.42857142857142,0.6027777777777777,113.57142857142857,0.8396946148267622,0.00477497222031062,0.04477769936485533,0.5682367149758454,0.006980201609978969,0.391168479427755,16.643813768674846,19.345918502974502,,,,
2024-05-21,18.636363636363637,30.819710340211593,205.0,11.363636363636363,125.0,0.729090909090909,41.36363636363637,55.79116906334322,16.734545454545454,28.68185920181478,11.859999656677246,5321.41015625,0.0022287324803835443,11.859999656677246,0.002501874243978186,-0.023868310366918943,14.891476185704557,173.85714285714286,0.729090909090909,128.14285714285714,0.7425967038898607,0.004787455338865706,0.041178546224417786,0.7055335968379446,0.00790485169337878,0.3584113419192085,18.986445447128077,19.357748977957858,,,,
2024-05-22,13.833333333333334,16.70229525145172,83.0,14.666666666666666,88.0,0.68,43.166666666666664,63.14876615316143,9.476666666666667,11.736627567860653,12.289999961853027,5307.009765625,0.002315805039866108,12.289999961853027,-0.002706123039226127,0.03625635055846632,13.579787998271275,182.28571428571428,0.68,134.85714285714286,0.7534346904428855,0.004314350842443314,0.04326040931545519,0.6521739130434784,0.00833091594749438,0.3620676658545804,18.00005941678747,18.96800276325983,,,,
2024-05-23,6.333333333333333,6.831300510639733,38.0,12.333333333333334,74.0,0.5283333333333333,31.0,37.28806779654854,4.631666666666667,5.00396009842871,12.770000457763672,5267.83984375,0.0024241436407590427,12.770000457763672,-0.0073807894850155265,0.03905618367782915,14.46272048865567,149.85714285714286,0.5283333333333333,118.14285714285714,1.7588593962549288,0.0046328101647428255,0.03525052928722654,0.4873188405797101,0.00727028791065342,0.7012596734372932,17.888275401749883,18.565757460336474,,,,
2024-05-24,4.25,3.4034296427770228,17.0,12.5,50.0,0.5825,29.25,32.5,3.2275,2.7316219235709274,11.930000305175781,5304.72021484375,0.0022489405325832397,11.930000305175781,0.0070010425881694704,-0.06577917952048329,15.729227943462185,141.0,0.5825,103.57142857142857,1.7553571351907722,0.005089618709153017,0.03306280875088215,0.5461956521739131,0.006345637827253609,0.7000781439258709,18.99913783019242,18.186872992995113,,,,
2024-06-02,3.3333333333333335,5.125101625008686,20.0,28.166666666666668,169.0,0.54,59.666666666666664,70.74084157448699,2.1883333333333335,3.359645318581512,,,,,,,7.093969224955461,92.42857142857143,0.54,41.57142857142857,-0.1357551847484704,0.0019750219881971916,0.021065631616090333,0.5,0.0024113423743563713,0.06208886371764468,11.242950222839967,,,,,
2024-06-04,3.3333333333333335,2.9439202887759492,20.0,5.666666666666667,34.0,0.7316666666666668,14.666666666666666,22.25009363276179,2.516666666666667,2.224029376304789,13.15999984741211,5291.33984375,0.0024870827117552045,13.15999984741211,0.0015028090913065117,0.003813897181103032,6.603049095652887,64.14285714285714,0.7316666666666668,25.428571428571427,1.206180156914432,0.001797955119117742,0.014079040225829216,0.7083333333333335,0.0013869751250997172,0.514806744980774,19.741453402570166,,,,,
2024-06-05,4.555555555555555,7.518495712426641,41.0,11.666666666666666,105.0,0.6311111111111111,27.88888888888889,37.69431138926815,4.097777777777777,6.804053530392338,12.630000114440918,5354.02978515625,0.0023589708352868884,12.630000114440918,0.011847649793331305,-0.04027353640702469,6.42498487112759,75.71428571428571,0.6311111111111111,28.714285714285715,0.8613524600275201,0.00173373026287372,0.016937191249117856,0.5990338164251208,0.0015954746537094786,0.3984750116335928,16.464800253758145,,,,,
2024-06-18,3.3333333333333335,3.7009417310962482,40.0,5.916666666666667,71.0,0.7291666666666666,15.166666666666666,11.247895426040888,2.795833333333333,3.0365514481018923,12.300000190734863,5487.02978515625,0.0022416499768252315,12.300000190734863,0.0025213273947457537,-0.03529410268746169,13.974132380553836,114.0,0.7291666666666666,100.85714285714286,0.10609967426997578,0.004456584417605612,0.02639378969654199,0.7056159420289855,0.0061733990862281535,0.14368148293605149,16.435276931175366,,,,,
2024-06-19,15.4,12.700393694685216,77.0,18.0,90.0,0.6759999999999999,51.4,47.56364157631331,12.142,11.106827629886043,,,,,,,9.87044903223847,96.71428571428571,0.6759999999999999,73.42857142857143,-0.13228144149006058,0.0029764528874278683,0.0221242060691602,0.6478260869565217,0.00443288128218145,0.06326077240741106,14.298021420789105,,,,,
2024-06-20,5.857142857142857,7.646972634722219,41.0,37.42857142857143,262.0,0.687142857142857,80.71428571428571,67.2550228253481,4.89,6.6679407115940466,13.279999732971191,5473.169921875,0.0024263817719040823,13.279999732971191,-0.0025259318472709014,0.07967475829590032,9.905898484054745,102.42857142857143,0.687142857142857,58.857142857142854,0.5501394595460691,0.002989238925459366,0.023535638673253353,0.6599378881987576,0.003508231198781638,0.29348359675296726,16.864285334081664,,,,,
2024-06-23,37.333333333333336,36.528527664461556,112.0,127.66666666666667,383.0,0.6,292.6666666666667,289.6210167327871,25.566666666666666,23.93848018010612,,,,,,,22.748014548912764,172.14285714285714,0.6,74.57142857142857,1.4344250922569932,0.007621180351837114,0.04075511644318984,0.5652173913043478,0.004505402857350062,0.5918078942382925,18.537521132964994,19.31995142525307,,,,
2024-06-24,11.0,19.085334683992315,99.0,25.11111111111111,226.0,0.5855555555555556,61.22222222222222,77.22495998344347,9.994444444444445,17.339754259440294,13.329999923706055,5447.8701171875,0.002446827776170948,13.329999923706055,-0.003065171894990004,0.009848493660558288,21.367533986080662,198.28571428571428,0.5855555555555556,87.57142857142857,1.4360790293885344,0.007123263569665283,0.04721242060691602,0.5495169082125605,0.005330335774893031,0.5923658696419405,18.38796031955687,18.454846087443677,,,,
2024-06-30,10.75,15.521490478258416,43.0,19.25,77.0,0.8,49.25,65.66264793117418,9.1575,13.852692578219827,,,,,,,16.424727263921454,83.42857142857143,0.8,67.85714285714286,-0.16843378737704484,0.005340473949689927,0.018842625264643614,0.782608695652174,0.004079338603234463,0.05106434764348327,16.855287318633618,22.252343313574098,,,,
2024-07-01,18.444444444444443,27.313509071113106,166.0,14.222222222222221,128.0,0.7055555555555555,46.888888888888886,50.9348712682295,16.574444444444445,25.240780054859197,12.220000267028809,5475.08984375,0.002231926893579354,12.220000267028809,0.0026755639309195,-0.017684832859754307,16.463521449214497,69.42857142857143,0.7055555555555555,77.42857142857143,0.2157144446555084,0.0053544663784340606,0.015384615384615385,0.679951690821256,0.004686706795271594,0.18066133216082028,16.021197115930804,21.91423428448466,,,,
2024-07-02,23.666666666666668,49.87851909055307,142.0,28.666666666666668,172.0,0.655,81.0,140.00142856414,20.386666666666667,44.031498573937576,12.029999732971191,5509.009765625,0.0021836954815429304,12.029999732971191,0.006195317856513505,-0.015548324869538943,19.329480143702607,92.14285714285714,0.655,92.28571428571429,0.5482774260812376,0.006388170850208256,0.020995059985885675,0.625,0.005629487272463559,0.2928554175711037,16.229518109951382,20.229324172309443,,,,
2024-07-03,3.0,2.5495097567963922,15.0,6.4,32.0,0.738,15.8,9.20326029187483,2.522,1.9078574370219592,12.09000015258789,5537.02001953125,0.0021834849991406386,12.09000015258789,0.005084444409779065,0.004987566163634494,20.270601687619187,86.14285714285714,0.738,86.0,0.44415280769479676,0.006727618013316573,0.019513055751587863,0.7152173913043478,0.005230618609036189,0.25772773655718284,17.64973940498352,19.598292137345968,,,,
2024-07-05,3.75,3.304037933599835,15.0,30.25,121.0,0.7475,64.25,57.82949074650407,3.0300000000000002,2.197786765513585,12.479999542236328,5567.18994140625,0.0022417053618766832,12.479999542236328,0.005448765178485582,0.03225801362500036,19.746255383201078,99.0,0.7475,86.0,0.48829764976635254,0.006538494869051549,0.02268877911079746,0.7255434782608696,0.005230618609036189,0.27262052516692686,18.07890841986369,18.822937272171554,,,,
2024-07-06,32.666666666666664,70.26426308349549,196.0,18.666666666666668,112.0,0.7383333333333333,70.0,136.4668457904703,26.403333333333336,56.956146522273315,,,,,,,25.357206719161,97.0,0.7383333333333333,96.28571428571429,0.4416449745935803,0.008562273333843805,0.022194777699364857,0.7155797101449275,0.005883312785553704,0.25688168917107157,17.780398428892006,18.014184590240287,,,,
2024-07-07,11.5,2.1213203435596424,23.0,59.5,119.0,0.72,130.5,147.78531726798843,8.07,0.7495331880577402,,,,,,,26.642140202552394,108.71428571428571,0.72,85.71428571428571,-0.07241608647789566,0.009025727845686069,0.025088214537755824,0.6956521739130435,0.005212488215244036,0.08345706342139382,15.723778634517945,16.905546776110423,,,,
2024-07-08,22.6,33.027261466854924,113.0,10.6,53.0,0.626,43.8,50.10189617170193,19.31,28.62278288357021,12.369999885559082,5572.85009765625,0.002219690045271715,12.369999885559082,0.0010166989647510949,-0.008814075377564845,26.488617543955893,105.28571428571429,0.626,95.71428571428571,0.046231596973515206,0.008970354731267121,0.024241354975299934,0.5934782608695652,0.005847051997969396,0.12348427352701623,14.06725824895152,16.50725690901298,,,,
2024-07-09,16.0,18.384776310850235,32.0,29.0,58.0,0.785,74.0,89.09545442950498,12.364999999999998,14.09263814904789,12.510000228881836,5576.97998046875,0.0022431495670942607,12.510000228881836,0.0007410719362856977,0.01131773198205055,26.680937163055265,95.28571428571429,0.785,76.57142857142857,-0.3197974856930005,0.009039721275403041,0.021771347918136914,0.766304347826087,0.004632315613895134,0.0,16.211047026945682,16.53437832487225,,,,
2024-07-10,7.625,8.733147035453895,61.0,25.875,207.0,0.70375,59.375,68.76863383840049,6.36,7.492350384606574,12.850000381469727,5633.91015625,0.002280831611632026,12.850000381469727,0.010208065293514812,0.02717826909410692,24.927580555027667,100.28571428571429,0.70375,65.0,0.2046148133140385,0.008407314196466864,0.023006351446718424,0.6779891304347826,0.003898034665312931,0.17691673923767304,16.214798733114044,16.53227555675263,,,,
2024-07-11,6.5,8.266397845091497,26.0,6.5,26.0,0.63,19.5,10.408329997330663,5.7725,8.40053718520429,12.920000076293945,5584.5400390625,0.00231352984953491,12.920000076293945,-0.008763028841120457,0.00544744690631771,24.356496477164157,99.42857142857143,0.63,66.57142857142857,0.22933663144013205,0.00820133350100817,0.022794636556104447,0.5978260869565217,0.0039977518311697735,0.18525693922759845,14.684963327806821,16.10873611715596,,,,
2024-07-12,7.25,5.737304826019502,29.0,5.5,22.0,0.8225,18.25,15.88238017426859,6.145,4.946254475189619,12.460000038146973,5615.35009765625,0.0022189177560536363,12.460000038146973,0.0055170270744306915,-0.035603717912586985,24.08459322857311,85.28571428571429,0.8225,68.57142857142857,0.2612796362319842,0.008103262442098963,0.019301340860973893,0.8070652173913043,0.004124664587714846,0.19603329260437535,18.88913863747288,16.224483291100125,,,,
2024-07-23,3.4,5.504543577809153,17.0,27.8,139.0,0.562,59.0,60.427642681143865,2.262,3.530498548363956,14.720000267028809,5555.740234375,0.0026495119724914123,14.720000267028809,-0.001558102589770738,-0.012743097406287318,26.370289995290133,119.42857142857143,0.562,57.42857142857143,1.4379378307908295,0.008927675917917469,0.02773465067043049,0.5239130434782608,0.0034175792298208724,0.5929929584489864,17.42065068680068,23.04157027901815,20.36675496456035,,4.168394998022234,
2024-08-12,0.0,0.0,0.0,36.5,73.0,0.32,73.0,91.92388155425118,0.0,0.0,20.709999084472656,5344.39013671875,0.003875091180597792,20.709999084472656,4.303397765514916e-05,0.01669112573546916,97.27087809449536,147.14285714285714,0.32,121.57142857142857,2.5945605733179784,0.03450035954051209,0.03458009880028229,0.2608695652173913,0.007487852636159258,0.9831934257597105,17.06115660770974,,,,,
2024-08-13,1.25,1.8929694486000914,5.0,7.25,29.0,0.5375,15.75,9.604686356149273,0.99,1.6051168181786644,18.1200008392334,5434.43017578125,0.003334296375724154,18.1200008392334,0.016847579753558328,-0.12506027811373066,9.065213242147204,71.0,0.5375,37.142857142857146,1.619966071180776,0.0026860174953718635,0.015772759350741003,0.4972826086956521,0.0021303212705779976,0.6544023548341164,16.99653004994256,,,,,
2024-08-16,3.7142857142857144,6.447590912226719,26.0,3.857142857142857,27.0,0.6814285714285715,11.428571428571429,12.804389128434863,3.4528571428571433,5.995511416289452,14.800000190734863,5554.25,0.0026646262214943266,14.800000190734863,0.001989779357261412,-0.028233707447526624,26.469120797035533,98.0,0.6814285714285715,63.0,1.3753192956730276,0.008963322573226818,0.02244177840508116,0.6537267080745343,0.003771121908767859,0.5718678493128015,19.679723620574055,,,,,
2024-08-17,1.25,2.5,5.0,26.5,106.0,0.4825,54.25,29.3981291921782,0.8624999999999999,1.7249999999999999,,,,,,,26.661534154405448,109.71428571428571,0.4825,62.857142857142854,1.3939607913822272,0.009032722927225251,0.025335215243472126,0.43749999999999994,0.003762056711871782,0.5781567800675327,15.492360720256965,19.702393241942353,,,,
2024-08-19,3.6666666666666665,3.5118845842842465,11.0,14.333333333333334,43.0,0.5966666666666667,32.333333333333336,8.504900548115383,2.7533333333333334,2.7302991289112137,14.649999618530273,5608.25,0.0026122229962163373,14.649999618530273,0.009722284736913167,-0.01013517366699046,26.206497152834114,85.42857142857143,0.5966666666666667,60.285714285714285,1.8374249120453312,0.00886859851599363,0.01933662667607622,0.5615942028985508,0.003598883167742404,0.7277646865662422,19.31298779353129,19.9589210592492,,,,
2024-08-22,0.6,0.8944271909999159,3.0,14.0,70.0,0.5599999999999999,28.6,30.65615761963655,0.42400000000000004,0.5821340051912447,17.549999237060547,5570.64013671875,0.003150445694989364,17.549999237060547,-0.008932805548120926,0.07867232595473528,4.606167571202349,55.57142857142857,0.5599999999999999,22.0,-0.06944408217277329,0.0010777125819877787,0.011961891319689484,0.5217391304347825,0.001169410399593879,0.08445970449533155,11.628299470094744,18.836490651911536,,,,
2024-08-24,10.857142857142858,14.357675896288269,76.0,22.142857142857142,155.0,0.65,55.142857142857146,56.32769766118196,9.641428571428573,12.93706101164587,,,,,,,6.640046583563672,81.71428571428571,0.65,43.42857142857143,0.7078143054136311,0.0018112995084738563,0.018419195483415668,0.6195652173913044,0.0025291899340053672,0.3466770852419116,16.41083192159489,19.1030692851072,,,,
2024-08-25,11.25,16.09088769044973,45.0,27.25,109.0,0.75,65.75,70.1017118193272,9.3325,13.164101121357785,,,,,,,6.858297148584965,91.42857142857143,0.75,40.57142857142857,0.20315286195782184,0.0018900189210961137,0.02081863091037403,0.7282608695652174,0.0023478859960838353,0.17642353252349857,16.94183734687283,18.452117028810346,,,,
